	CDH3	ERBB2	TYMS	GREB1	OSR1	MYBL2	FAM83D	ESR1	FOXC1	NAT1
GSM2528830	-0.9508043070195874	1.3738577820738263	-0.8157621878875416	-1.3563757319208503	-1.093173625349697	0.2583694208464694	-0.11292825995628814	-1.740173176192574	-0.8883448184101285	-1.16983998984451
GSM2530511	-0.8350869958594009	-0.10027038270000314	0.4982235450421393	0.4617196295056421	0.6420445729149428	-0.24329650852558032	0.026921475479597654	0.14359562093622968	0.32804450427744913	1.0096604758623031
GSM2529478	1.0342077857226195	0.048535410065145286	-0.7808475861273994	0.4437949916325155	1.8602600170730041	-1.1545960487470401	-1.0125433813332174	-0.05982747151013265	0.9291358202040042	0.4026592503197073
GSM2528452	0.6543086693733086	0.951225055861365	-0.4357326621937599	0.1978141856909546	0.4789179452711754	-0.5074705927726412	-0.6105782608785679	0.7308329250246636	0.061013833817246926	1.604981109677141
GSM2531266	-0.4160423230900867	-0.5776573966856025	1.2562858838990445	0.8515764803526403	-0.0445317354105948	0.4355360438169399	0.4013658050085281	0.9892181036337584	-0.09167183394036942	-0.5370583881456058
GSM2530710	1.000714396965469	0.7863755387444178	0.8555604756606167	-0.515600003208895	1.3580987012487769	0.9297311531795273	1.3537431449051158	-1.2520849423408087	0.1254729867221889	-0.7827480013459933
GSM2530292	0.10849980039811383	-0.2868065137576012	-0.26388381742628764	0.5843658549669897	-0.03192170817875745	-0.026171892463022005	-0.1393373270411042	0.1744441858952688	0.6417372062647552	-1.3677448264989807
GSM2529643	-0.052243256202772675	0.5201329233968448	0.7816054516198069	0.9724927939912537	0.6247668725528014	0.14328275228462536	-0.14190955303842992	-0.1790280196427201	0.6012876025731076	1.389978702834372
GSM2530476	1.0199624422101057	0.47017942292503245	-0.08722879347620183	1.0537810010581095	0.7913238551853533	-0.3081662756202794	-0.2904326314491975	-0.25628463361663717	0.3896312277054262	1.0453827840922658
GSM2531028	0.8323392985522904	0.26786216546781766	1.5268751105044087	2.0211265633329996	0.5028445811215558	0.26152844499028693	-0.012938581957714874	-0.07424507028288717	0.6603769232880347	-0.7538499033136222
GSM2529703	-0.5244495496064255	-0.49731007813542405	1.335859655768004	2.9629308406934256	0.27865398075001513	1.2098767290138717	1.038951518711116	-0.2148799023343595	-0.30639413724124925	0.16354075558089132
GSM2531111	-0.029868434814026144	-0.4819351584217533	0.08630334467876255	-0.3671012561328209	1.2098427875513937	0.7716823434808605	-0.4002045200765612	-0.02201113454799195	-0.25623625683269474	0.14478627664211435
GSM2531044	2.408592245056359	3.2571655154041386	0.3296751931011807	-1.1331091386952574	0.548683018029208	1.2742157352896542	0.5431037240010375	-2.163671179207611	-0.11451743159965991	-1.0861334815560002
GSM2529277	0.295460382283701	0.3652704271588635	1.9443369576622327	1.4291972506931647	0.39240036412883295	2.756714628787115	2.7112554489551957	-0.10901781054386839	-0.26614204154536747	0.6976360307328545
GSM2529274	2.465824033714738	-1.2012317606679128	0.98241609712633	-1.6773339091723896	-0.9807693129626727	1.5422676956644155	1.2681573155425534	-2.115253408797328	3.023289249987826	-1.4776763597846896
GSM2530713	-0.8281644801881631	0.3083273489274109	0.3002465433766402	1.3900472076658863	0.02449628431703439	-0.14063833508245605	0.4012779625453379	1.1480700875173058	0.2146837828821601	1.4860760154738444
GSM2530664	0.1596846980489209	2.1874808916858464	0.07511196812558471	-1.1893838887529187	-1.024697463485249	1.4340933809266936	0.972252735202247	-0.6188944462938962	-0.28357509692184685	-0.015766364394498168
GSM2528557	-0.9684179478422422	-1.0815773618980806	-1.3530478441727167	-0.18053873090864805	-0.593567438209638	-1.20899039313091	-1.1984833414348979	-0.9030115944241247	-0.690431002819325	-0.7880665023629553
GSM2529325	-0.3034905118390008	0.20099224942484265	-1.077952212250334	-0.36763668871232336	0.8222012245696609	-0.8118556497132049	-0.7070483746530151	0.08408053243834018	0.3338178403119947	0.32894461581765033
GSM2530860	0.7732170219650332	-0.7154580389178439	0.13095894924530896	-1.6885292316621492	3.141979169111307	0.17376115161464764	0.7312133537192705	-2.3246935323969673	1.294753932283107	-1.808507102468495
GSM2529430	-1.3414809006076622	-1.1108815467454916	-0.013061976988682068	-0.5997034474523	-0.1882647575299055	-0.3150572315658736	-0.038719670170611564	0.8230618010111931	-0.6632322748276508	-0.002350778874912544
GSM2528512	0.5707106842844625	0.7626209130161858	-0.2695433201573569	-0.06958280645547725	1.5776231392670899	0.9429523842581534	0.5796264860234828	0.3501909773944323	-0.1870747651912567	0.47430260386633516
GSM2531303	2.1975309744053595	-0.9779671371892574	1.0711455818534783	-1.6388115500492781	0.07218789087074215	1.477200873089202	1.088806164130166	-2.2012084837472283	0.8373687141515352	-1.424612085983277
GSM2530505	1.386660459142232	0.42023960111003045	-0.4071616354008958	0.8461951839729476	2.939451255577726	-0.9925174941193862	-0.6855918070468993	0.5444713580376966	1.4086642785806796	0.6223781194497073
GSM2529340	-0.18515337225004774	0.9928861422975491	1.567448608435365	2.604165944111226	1.1996553948434043	1.4922253852202125	1.488873740372524	0.25106072371628757	0.44808646647395134	1.178003242554537
GSM2529485	-0.966714245710851	-0.5713094866703502	-0.764648356617	-0.3671299130190671	-0.8515603360497778	0.38988438912771756	0.036581099414842166	-0.5312503919945138	-0.7684943305797177	-0.17595424228509288
GSM2530249	0.038554070551694575	-0.2546749183823496	-0.9626954107915716	0.8814623523737765	-0.2374912357100126	-0.49835240331702846	-0.6721496857338003	-0.526617172091873	-0.23150726485602524	0.6896006069186504
GSM2530153	0.19976488705212386	0.20832197253324955	-0.10919842720282182	1.5618169613454278	-0.328770725012044	-0.3502168848252712	-0.05170524156117297	0.45520498486805044	0.0397990276982233	1.4562666340275094
GSM2529080	1.063645947525624	-0.6147159231465783	0.2789158870864624	0.5928548317543438	0.2710062293173887	0.689925323696978	0.06578355282474907	-0.4830284839721649	0.1720818776894296	0.5002802669242474
GSM2528991	0.3034923196750215	0.32451115617567694	0.17788748098890625	1.3517307239231398	0.47744862705426766	-0.532371180820828	0.6152566831711044	1.1715114031861085	0.08360474333607518	1.591637819662089
GSM2530885	-1.3704461707645843	-0.33933394129658623	-1.4782031033291216	0.7560330151294383	-0.5428973032763267	-1.189320557568392	-1.1132400344961846	0.6938160766659124	-0.6035571852626489	1.4039676382617468
GSM2530609	0.06216683387714667	-0.07810605562821907	-1.1806917362205007	-0.5915960614670718	0.2828838572922848	-1.1848651902461866	-1.102595522484835	-0.23695864011719597	-0.019617401727415718	0.5173476306427777
GSM2528643	0.5510958494401293	-0.2342224176774618	1.4061135020314823	-0.6105728309313815	-0.548087860000178	0.9593082663245692	1.1706030241037337	0.10171393145923091	-0.4215796513745229	-1.412530274871093
GSM2529078	-1.325488347234244	-2.29175443862628	-1.539863885069171	-1.376176416185576	-1.11303253221406	-0.764641835300677	-0.8333383686337834	-1.1503927883779954	-1.019776367505082	-1.746374246305758
GSM2528750	-0.7527443429864221	-2.53651086687334	-1.1332533828047644	-1.8076489320751756	-0.6786410137972186	-0.6224026304600717	-0.8193563441899993	-2.441103066978105	0.4701739617623818	-1.8267003848197587
GSM2529108	-0.7113304351397355	-0.1584671613301562	1.5552462304154764	1.6378233217165212	1.1607489240942164	0.5652996657490202	0.7077864125633992	1.3681540369446672	1.1388886488683585	-0.9350322151300509
GSM2528484	0.7878408926301113	0.6151218825904924	-0.3241146420332994	-0.923984009844789	0.49455285077992905	0.20606112406359636	0.716435613605888	-0.6629213637658499	-0.05216650740938655	0.019152492985669338
GSM2530260	-1.4125527155310416	-1.1632186668858786	1.633831485097637	-1.4780240040997474	-0.8233607096310402	0.9539870154844139	0.6997320648740991	-2.3858274908676296	1.7357532241132996	-1.7541901459246418
GSM2530688	-0.2508524834061914	0.1165599729429464	0.20575045650517038	1.896955438717876	-0.1781818412182111	-0.34635137223742757	-0.05777058874845523	0.7948500007508138	0.15967955277886714	1.5099197912763753
GSM2528801	-1.0037599985303378	0.0029085828934015553	0.10198458921394626	0.6396440852217237	-0.3583120081255083	0.26662635162350934	-0.35640008790032407	0.6116774040765974	-0.22889009070812028	0.4433152815862626
GSM2528910	1.3751054387580888	1.0572225291971242	1.6471271302924015	1.1840253581536508	-0.5031297316712807	2.647197372944262	2.4652075373504996	1.034364965617747	0.08852982643539821	0.011729817111572576
GSM2528674	-0.6709389111535271	1.5278334566185239	0.6453673398459785	0.3627128423470789	-1.043974777618131	1.3392805180517788	1.1078392050032235	-0.2667143385136708	-0.2905074980483804	-0.253567687244243
GSM2530349	0.021368248909459688	-0.46926204711240604	0.18239421414920107	0.803137051144326	1.2736747354728972	0.026294024517940495	0.028227707985055393	-0.3978703451875095	0.6213377957740661	-0.17963821956830717
GSM2529944	-0.7269846242660402	0.6569907566288837	-0.1838115966902623	1.8985095382577881	0.060012242502891534	-0.6203058063723137	-0.49792612675461034	0.983841107558584	0.14703595188610294	1.4654404990254015
GSM2530381	2.154651699692226	-0.43912446961219015	2.6763576614611093	-1.1785684077415297	-0.37493665499686957	1.9242602998277558	1.8927508695905857	-2.205860119937251	3.2543520938679094	-1.3534468740945513
GSM2528241	1.1787463212619511	0.6687028364175186	1.3801238842261443	1.4951018648106402	-0.29743491918673054	1.3392219257191402	1.57415447181609	0.8317409597419833	0.1996095956476821	1.9569135630018546
GSM2530923	-0.44499207634750726	-0.17462460831364512	1.2295261354155909	0.8053823294515547	-0.28052222537795185	1.0008907166928114	1.015963601999449	0.29601393345493904	-0.14312773480289168	1.3937595811473888
GSM2530589	0.9827772869070027	0.29273311313881245	-0.9219109897733284	-0.22942502840367462	1.7033459394029025	-0.8226856470007065	-1.1322341189130614	-0.10916294713706294	0.8356649963347579	0.32930845995657754
GSM2529966	-0.5743210412259563	-0.9319873050839023	-0.9071074242479644	-0.7588484495559172	-0.7455026521091301	-0.8307124669781881	-0.5520492606746815	-0.9643380849414736	-0.7524570570527195	-0.4128944480145431
GSM2529238	-0.9055725653479181	-0.9136195055011801	0.19334936614520246	-1.0332234309748909	0.6003066614005185	-0.20921128531283803	-0.3703438988444508	-0.9051315547116411	0.5838177494796527	-1.21578963067032
GSM2528315	-0.7914484349298508	0.0020878798799705547	1.48225550436503	0.1770747134422698	-0.6845311223725763	0.7857762159819103	0.33712500445123095	-0.0017395196399665014	-0.5787757256813714	0.33007588363168294
GSM2528964	0.526537767201254	0.6272616563102822	0.10738050288701019	-0.1518868735826733	1.1460810750327786	0.1700723055612654	0.3492492646637215	-0.24230541425107785	0.2324815896614315	-0.9154954353307266
