	TMEM45B	KCNJ11	KRT5	CDH3	MAPT	TYMS	MYBL2	FAM83D	ESR1	FOXC1	NAT1	SFRP1
GSM2529703	-1.180150386384772	0.845616954416423	0.16070434755105178	-0.5244495496064255	0.4595624470136404	1.335859655768004	1.2098767290138717	1.038951518711116	-0.2148799023343595	-0.30639413724124925	0.16354075558089132	0.39439152039426717
GSM2531111	-0.017095216299004286	-0.751832867647642	0.31644597417987813	-0.029868434814026144	-0.5726029265723833	0.08630334467876255	0.7716823434808605	-0.4002045200765612	-0.02201113454799195	-0.25623625683269474	0.14478627664211435	0.5340986884142346
GSM2531044	1.5060378538163923	-1.021880262446692	1.411846226527696	2.408592245056359	-1.560703919753125	0.3296751931011807	1.2742157352896542	0.5431037240010375	-2.163671179207611	-0.11451743159965991	-1.0861334815560002	0.5270100085493155
GSM2529277	-0.33390338563634947	0.05717622237962651	-0.17323082484019317	0.295460382283701	-0.5893155260501761	1.9443369576622327	2.756714628787115	2.7112554489551957	-0.10901781054386839	-0.26614204154536747	0.6976360307328545	-0.473325324403507
GSM2529274	-1.3281248682914841	-1.848812637793425	-0.5098758670929665	2.465824033714738	-1.9899164975817953	0.98241609712633	1.5422676956644155	1.2681573155425534	-2.115253408797328	3.023289249987826	-1.4776763597846896	1.6849353059840912
GSM2530713	-0.11485897235602988	0.8039459219904354	-0.3241903515097503	-0.8281644801881631	1.0789796530619495	0.3002465433766402	-0.14063833508245605	0.4012779625453379	1.1480700875173058	0.2146837828821601	1.4860760154738444	-0.6465502701814755
GSM2530664	0.20508637235206326	-0.49859429191130267	-0.6241803791058644	0.1596846980489209	-1.3090572561539902	0.07511196812558471	1.4340933809266936	0.972252735202247	-0.6188944462938962	-0.28357509692184685	-0.015766364394498168	-1.2933378930520132
GSM2528557	-0.6834402217257898	-1.0125231582829555	-0.6376076137712282	-0.9684179478422422	-0.5078559565324863	-1.3530478441727167	-1.20899039313091	-1.1984833414348979	-0.9030115944241247	-0.690431002819325	-0.7880665023629553	-0.7043222010151451
GSM2529325	-0.6768702147900695	0.2810311640629878	0.5627988880712684	-0.3034905118390008	0.5019672364574914	-1.077952212250334	-0.8118556497132049	-0.7070483746530151	0.08408053243834018	0.3338178403119947	0.32894461581765033	0.29144709087472037
GSM2530860	-1.2767848607339038	-1.9231406655385717	1.5919519117752767	0.7732170219650332	-1.8781343801204156	0.13095894924530896	0.17376115161464764	0.7312133537192705	-2.3246935323969673	1.294753932283107	-1.808507102468495	0.9062015903470904
GSM2529430	-0.9217670264898075	0.520511275820593	-1.036690427285429	-1.3414809006076622	0.12379936670581275	-0.013061976988682068	-0.3150572315658736	-0.038719670170611564	0.8230618010111931	-0.6632322748276508	-0.002350778874912544	-0.5955317163313805
GSM2528512	-1.2646816569494024	-0.12059739385573862	1.1015417180143887	0.5707106842844625	0.4743342676391188	-0.2695433201573569	0.9429523842581534	0.5796264860234828	0.3501909773944323	-0.1870747651912567	0.47430260386633516	1.1582994580648498
GSM2531303	-1.2978476496462872	-1.8134727450612154	0.5587450027850677	2.1975309744053595	-2.0101894303937526	1.0711455818534783	1.477200873089202	1.088806164130166	-2.2012084837472283	0.8373687141515352	-1.424612085983277	-0.31086193675939733
GSM2530505	0.12188362707270989	0.12256333950660281	1.8708804082088657	1.386660459142232	0.6236675880388195	-0.4071616354008958	-0.9925174941193862	-0.6855918070468993	0.5444713580376966	1.4086642785806796	0.6223781194497073	2.8147310600689375
GSM2529340	-0.29120184480085487	2.1930516244541414	0.032813501396155756	-0.18515337225004774	1.5187097972500787	1.567448608435365	1.4922253852202125	1.488873740372524	0.25106072371628757	0.44808646647395134	1.178003242554537	0.6834847139931916
GSM2529485	0.4955392732643145	-1.7821313018795981	-1.03841297368842	-0.966714245710851	-1.4374852303861836	-0.764648356617	0.38988438912771756	0.036581099414842166	-0.5312503919945138	-0.7684943305797177	-0.17595424228509288	-1.1938463022884707
GSM2530249	-0.5198094486265766	0.5586494547016156	0.45454945683979225	0.038554070551694575	0.5747454988742302	-0.9626954107915716	-0.49835240331702846	-0.6721496857338003	-0.526617172091873	-0.23150726485602524	0.6896006069186504	-0.17216607607760662
GSM2530153	1.0429281226552576	0.7359419242205588	-0.9361160350697181	0.19976488705212386	1.1124312158765484	-0.10919842720282182	-0.3502168848252712	-0.05170524156117297	0.45520498486805044	0.0397990276982233	1.4562666340275094	-0.13881286544701749
GSM2529080	0.34981795522873155	-0.675575130314135	-0.17221328432341154	1.063645947525624	0.04747427351673015	0.2789158870864624	0.689925323696978	0.06578355282474907	-0.4830284839721649	0.1720818776894296	0.5002802669242474	-0.4145537105637364
GSM2528991	1.0358389578682008	1.4364230921999004	0.7230773494547477	0.3034923196750215	0.6533209981230278	0.17788748098890625	-0.532371180820828	0.6152566831711044	1.1715114031861085	0.08360474333607518	1.591637819662089	0.2908338228798434
GSM2530885	-1.361347406638488	0.5630833460840707	-1.1187004180561988	-1.3704461707645843	0.8281233539176018	-1.4782031033291216	-1.189320557568392	-1.1132400344961846	0.6938160766659124	-0.6035571852626489	1.4039676382617468	-0.9253766697234324
GSM2530609	-0.06696433962391543	-0.022938293786250105	0.6442998962929128	0.06216683387714667	-0.09353751841462811	-1.1806917362205007	-1.1848651902461866	-1.102595522484835	-0.23695864011719597	-0.019617401727415718	0.5173476306427777	0.8894327097047718
GSM2528643	0.439560454939559	-0.5441129780107684	-0.267565900692263	0.5510958494401293	-0.5701553002844814	1.4061135020314823	0.9593082663245692	1.1706030241037337	0.10171393145923091	-0.4215796513745229	-1.412530274871093	-0.24556602158939306
GSM2529078	-0.6863792448223149	-0.6228441878316332	-1.5894216400722014	-1.325488347234244	-1.4499207249346289	-1.539863885069171	-0.764641835300677	-0.8333383686337834	-1.1503927883779954	-1.019776367505082	-1.746374246305758	-1.4930084389354885
GSM2528750	-1.3237137245084758	-1.9544105415062711	1.6385046660408409	-0.7527443429864221	-1.9939086514361655	-1.1332533828047644	-0.6224026304600717	-0.8193563441899993	-2.441103066978105	0.4701739617623818	-1.8267003848197587	-0.36117159133545734
GSM2529108	-0.3523191633644307	1.4608933896616447	0.2692745123011635	-0.7113304351397355	0.3243505404430658	1.5552462304154764	0.5652996657490202	0.7077864125633992	1.3681540369446672	1.1388886488683585	-0.9350322151300509	0.7570763491433692
GSM2528484	1.1748421894559595	0.6308310648780833	-0.0652224926427522	0.7878408926301113	-1.231022099736569	-0.3241146420332994	0.20606112406359636	0.716435613605888	-0.6629213637658499	-0.05216650740938655	0.019152492985669338	0.054927989085913405
GSM2530260	-1.3669942873102174	-1.3120320763077487	-1.2285554288962333	-1.4125527155310416	-1.655779807437032	1.633831485097637	0.9539870154844139	0.6997320648740991	-2.3858274908676296	1.7357532241132996	-1.7541901459246418	1.4955487079864658
GSM2530688	0.9745968709238416	0.057706985443064934	-1.3104375525492773	-0.2508524834061914	1.078750743762492	0.20575045650517038	-0.34635137223742757	-0.05777058874845523	0.7948500007508138	0.15967955277886714	1.5099197912763753	-0.6642977649991697
GSM2528801	0.7896613134140136	0.5065548868248095	-0.7258483997936359	-1.0037599985303378	-0.1256940592171932	0.10198458921394626	0.26662635162350934	-0.35640008790032407	0.6116774040765974	-0.22889009070812028	0.4433152815862626	-0.46708301172580124
GSM2528910	2.6743731053385362	0.6753081032592448	-1.252062074913972	1.3751054387580888	0.7164380101858162	1.6471271302924015	2.647197372944262	2.4652075373504996	1.034364965617747	0.08852982643539821	0.011729817111572576	-0.7284637760091178
GSM2528674	0.46468740567596967	-0.30617625992707814	-0.24340673826750642	-0.6709389111535271	-1.0035800312358902	0.6453673398459785	1.3392805180517788	1.1078392050032235	-0.2667143385136708	-0.2905074980483804	-0.253567687244243	-1.4443476507695931
GSM2530349	-0.36090508386889886	0.016671037280627726	0.8633806200042499	0.021368248909459688	0.28755853807502735	0.18239421414920107	0.026294024517940495	0.028227707985055393	-0.3978703451875095	0.6213377957740661	-0.17963821956830717	1.0336925083278363
GSM2529944	0.5769616371822097	0.8068739925757653	-0.13149890825392524	-0.7269846242660402	1.4302678363739798	-0.1838115966902623	-0.6203058063723137	-0.49792612675461034	0.983841107558584	0.14703595188610294	1.4654404990254015	0.06849448969175537
GSM2530381	-0.1777087281136869	-0.6013260710042782	2.8326699581678287	2.154651699692226	-1.7726503317289986	2.6763576614611093	1.9242602998277558	1.8927508695905857	-2.205860119937251	3.2543520938679094	-1.3534468740945513	0.8065286240545371
GSM2528241	1.8737262392950487	1.3357725971201462	0.7787340624239503	1.1787463212619511	-0.22613839243263537	1.3801238842261443	1.3392219257191402	1.57415447181609	0.8317409597419833	0.1996095956476821	1.9569135630018546	0.7484512209256933
GSM2530923	-1.0836862494217343	0.9255342842953129	-0.4975558857981517	-0.44499207634750726	-0.2556979340940898	1.2295261354155909	1.0008907166928114	1.015963601999449	0.29601393345493904	-0.14312773480289168	1.3937595811473888	-0.4657781834301478
GSM2530589	1.203817743839167	0.14685865969541267	1.5513909686447338	0.9827772869070027	0.296388099778307	-0.9219109897733284	-0.8226856470007065	-1.1322341189130614	-0.10916294713706294	0.8356649963347579	0.32930845995657754	1.5163238061645
GSM2529966	-0.24102252414083367	-1.2879815022717658	-1.060176904513124	-0.5743210412259563	-0.037139268400742824	-0.9071074242479644	-0.8307124669781881	-0.5520492606746815	-0.9643380849414736	-0.7524570570527195	-0.4128944480145431	-1.290090528240215
GSM2529238	-0.6425079270152345	-1.0937516694202605	-0.4100612050656885	-0.9055725653479181	-0.3654539464257966	0.19334936614520246	-0.20921128531283803	-0.3703438988444508	-0.9051315547116411	0.5838177494796527	-1.21578963067032	0.05721186899304392
GSM2528315	-0.7114439597776178	1.1378805419386189	-0.41127319548717983	-0.7914484349298508	0.6996341478851601	1.48225550436503	0.7857762159819103	0.33712500445123095	-0.0017395196399665014	-0.5787757256813714	0.33007588363168294	-0.2937728955787911
GSM2528964	-0.9028933586029508	1.4783617193670873	0.4380152310966149	0.526537767201254	-1.556509661460779	0.10738050288701019	0.1700723055612654	0.3492492646637215	-0.24230541425107785	0.2324815896614315	-0.9154954353307266	0.7770063454517951
GSM2528153	-0.6333551968528545	-0.8887154668612323	-1.515208306471586	-1.1549326785382217	0.4670796955701613	0.6518082047385897	1.95100837482376	1.0514509038257285	0.1510315829168528	-0.835723402371901	0.08808150453617498	-1.5129455555645435
GSM2530307	-0.472523083911294	-0.33257510571145515	-1.5085210180765118	0.5088998869717779	-0.7048205640237328	0.11552113745780483	1.0419585098013286	0.4807297530776134	0.48488954601002654	0.5631352721564302	0.09782257839224774	-1.0835848909058707
GSM2530930	0.04344411456785973	0.1235128304008997	0.7075474339808829	-0.3247956221472703	0.532948573907613	0.924616864889028	1.1575241120269129	-0.2575158526272686	0.8599050861616722	0.6417584092564707	0.05029450666138435	1.0805147890087565
GSM2528276	0.7887469474241945	1.040331580006599	1.6946179400241643	1.2617675447470533	1.268157093457642	-0.7991977052707026	-0.9118191431572307	-0.818062721745411	0.5654244641397251	1.2655244657410663	0.2043497550095415	2.563954648252727
GSM2530667	-0.14208379125988477	0.34259792086915386	-0.6761546512343669	-0.11632316447449804	-0.6403975200683679	-0.9426097040802477	-0.9014211155620765	-1.0678281401692014	0.01377719712348098	-0.3806235794861947	1.157671607973377	-0.9828635088022216
GSM2530139	-0.28783518784124146	-0.5380672482765861	-0.7419192097470049	-1.2012546361259189	-0.5927039390996278	-1.2057978218203096	-1.0764221737298225	-1.003290426375086	-0.10954082991930458	-0.7528240151319147	-0.7644341250312442	-0.931264586454029
GSM2528119	-0.5311588070245407	0.08554481903419714	-0.9078608161152707	-1.071248252760655	-0.5519036124139475	-1.2875847617065888	-1.2566134288556265	-1.117147481766738	-0.36071775698353525	-0.42879180268943484	0.6238670210377973	-0.30138475304590456
GSM2530052	2.387745139861108	0.7966787549626555	1.0785248887640657	0.0063064466620359645	0.07957817029459975	-0.5918769999817534	-0.6380506461315857	-0.3886491192045005	-0.4699897286943582	0.5865237138781954	-0.10270494922198907	1.270415382786314
GSM2528330	1.6194935803126447	1.6476785678566086	0.10513489717873233	-0.15743011732945103	-1.7278208780644233	0.9872667944327808	0.4720207698485244	1.749299731553325	1.1837832226175091	0.6715166192077019	-0.683336719030043	-0.1511114017696478
GSM2528727	-1.121068014616044	-1.1558473641463385	-0.8194251681756873	0.4444248983411428	-0.028554704455148874	-0.6588964970212337	0.5423709530896262	-0.6252675052979108	0.004109834499342384	-0.04412241394331989	-0.07947245778904641	-0.6703284385449136
GSM2530178	2.751383150217731	-0.9160664485189361	0.31506591813904833	2.3640449381848594	-1.0697267510726804	0.8302272092622667	2.071819558231308	2.168021312147601	-2.052868097665887	-0.20193299227497663	-1.3366343012867796	-0.7423381179522965
GSM2529611	-0.19311014198724832	0.020805895865937528	1.0227239145348908	0.4409212423998623	-0.14274766312647078	-0.37907276753481906	-0.35401005011569514	-0.5913260119633239	0.11337520208537462	1.3807994787432825	0.7723409901025746	1.6091355619413417
GSM2530415	-1.018433098957908	-1.3713874623976063	-1.588304861571032	-1.011521570059122	-1.917992135617741	-1.0335949192353346	-1.0367006156184306	-1.1055283732180698	-0.8783913108735392	-0.8010802451591275	-1.216112981314965	-1.4829195072742514
GSM2530890	1.162134692161669	-0.09641282315306203	1.5784304165264464	1.1177076588490265	-0.4805166281957801	-0.7649938110818343	-0.9672595583471948	-0.7566400117587231	-0.881521481770469	0.32945423855518574	-0.4354044996709228	1.73286733174268
GSM2530281	-0.8109026791992963	-0.4815823754872385	0.022445125279846455	0.12075728185684036	-0.3277182404105479	-0.1327883283464057	0.3838049024777479	-0.15546466721921381	-0.028318449031229678	0.11507887214082714	0.33491948337971345	0.07552651957921397
GSM2528468	-0.12650346261180834	-1.354529561246501	0.4077977352065474	0.191930742735174	-1.6340151992134215	0.07665226671447922	0.8499171049986927	0.2651788625338218	-1.8115061696209052	-0.4223254818558519	-1.482948740197463	-0.004276135655181737
GSM2528122	0.7364878250505418	0.03663747209327462	-0.2897019377531645	-0.7802790257559769	0.002820099041694315	-0.7924066995787779	-0.632965882325407	-0.09426869703380786	-0.1876289686167286	-0.19100726945293398	0.2772275336753364	0.34840966192925477
GSM2529715	1.3420752051643974	1.5919392308935207	-0.6084035995806641	0.33458178081414003	0.8485461606908384	2.4803320326089184	1.3300420480878077	2.087532258445918	1.332502967450148	3.39196129842868	1.0121891317376972	-0.11054766073695724
GSM2530579	1.9977793073516235	0.468234947339676	1.2157370950636794	1.2928835605476496	0.9687441361813823	-0.1543313130665601	-0.46827664103686173	-0.3574617065080438	0.6870112882163647	0.37209447671482576	0.022198793030541404	2.025510491018757
GSM2529767	-0.16674994898516043	0.5480704423727917	0.20356953985387477	-0.7920043981301863	0.02319091523283447	0.2244819004212009	-0.5726291202299043	-0.5605958891597349	1.2750554890797126	-0.23515144545257632	-0.035316170402767355	0.2581112330667438
GSM2530102	0.39965416236407886	-0.06022424689217175	-0.06098101884301766	0.5611533961307844	-1.1249908126172825	-0.8351052647334828	0.3651781115745016	-0.00544380347015902	-0.35301489009103804	0.06305490486227916	-1.327526383719522	-0.319638586284761
GSM2529679	-1.1125186995201535	0.5263601721481977	-1.135935427508999	-0.8873545725456005	-0.343103812221486	1.5405600400454131	1.967012052106582	2.1029318699263158	1.322826059968987	0.53669543178339	0.9149962649410649	0.07318064716592793
GSM2529351	-0.31340807658206676	0.6340584869063131	-0.17436776097533088	0.4188218139842411	0.9937600394741125	0.20295548843474379	0.22807641989909763	-0.24632112429051575	-0.1268379470750619	0.2858344966853614	1.1881407788066545	0.12307021281443911
GSM2528232	-1.1445966889479435	-0.9258198479338452	2.481085333988372	2.7977611731629892	-0.9441094608768591	3.215649892691666	2.410704167006322	1.995882206178189	-2.2204817180001486	3.6821844169923192	-1.295056571090987	2.038386084157662
GSM2529058	-0.3804794793304568	-0.1064925993472601	1.1188512622755686	0.5744865092581295	-0.15887574524969048	-0.01778808031619506	-0.5155708146670337	-0.2791869484274651	-0.4082090761084638	1.3171731308313743	0.9261345937940088	1.0842715690156952
GSM2530315	-0.7662127421935798	-1.1643798538740069	-0.9208257368624474	2.6370257205872267	-1.537191975838942	0.15986294520440253	1.6878781732684687	1.3709779797763453	-2.200204869917181	0.24252911725285248	-1.1635606657855198	1.6109996426863615
GSM2530160	-0.42823926587461114	-0.039301961072317614	0.440559897647024	0.29880435416916	0.3380354911757811	-0.14655234729331654	-0.15129455505421077	-0.09056326682354184	-0.276395196670793	-0.2902229931365703	1.0966255676098209	0.7098052086973258
GSM2528170	-0.03926126644657963	-0.5990931320725863	-1.5128271913929696	-1.1271021017153653	-1.0170203515993232	-0.973604854173955	-0.9101462996690687	-0.9264015774454583	-0.13076414943127437	-0.6982273688123677	-0.05776566303128961	-1.2079587331095676
GSM2528596	0.6247242396274088	0.13692953885942755	0.87706257777671	0.5929415147730535	-1.3416564163483127	-0.5883764436374734	-0.2714271558234125	-0.039812802829315236	-1.232188826954946	-0.265712028061857	-0.9138939368424641	0.1688132882076575
GSM2528937	-0.20308353914655156	0.7326094135809476	0.2526934120022093	1.5041466527614615	-0.6205829291529071	-0.2228459091718798	0.9986084934901855	0.6733801968248029	0.19484199577386685	-0.05389132600981899	-0.857538318190906	-0.005185297222050018
GSM2529201	0.5168151229465894	-0.04272509496956031	0.5737604574066449	0.5869789130809379	0.40057233338817927	-0.42791268765004586	-0.6771643302837332	-0.9482115165685001	0.1899733102008919	0.28624575231958926	0.7069551353971555	1.1813041935398916
GSM2530259	-0.3865817618613477	0.262390873025793	-0.8713422211939251	-1.2980219922756617	-1.6982318323957062	1.048234720755131	0.21483762762980027	0.7662774655323887	0.308524204699663	-0.5972467111706596	0.9771043678715775	-0.2926412414745435
GSM2529256	1.1747237172295477	0.2818907897417256	0.2902865818686273	-0.0664231620672594	0.8495409483801704	-0.17343511868081432	-0.5295480738203989	-0.7282970830074648	0.629762018016966	0.13810339392884086	-0.815964314207221	-0.6522039683914532
GSM2530188	-0.8180378210634325	-1.2207117756714683	-1.4624377012559904	-0.48424981184801325	-1.141964449609158	-0.8266200373368684	1.032855858528588	0.1556672930257143	-0.3913108924363872	-0.5550890731130556	-1.6150488655202206	-0.5680288147925256
GSM2529419	1.2262288241951107	0.0639823365410199	-0.9519380444158311	0.926355540212061	0.3537325387517496	-0.43778259127019475	-0.46377302464600606	-0.6054321213645034	-0.832224299911392	-0.22477841311795832	-0.4928747938987181	0.15426694231409668
GSM2530793	3.2950833083049376	0.7796884889993885	0.5715476350521539	0.281985386534086	0.768026020115543	1.905945585927228	1.6467841216249448	2.2437929306743496	-0.32556950371370535	0.26838492512972506	-0.4915261456487347	0.13929915781844487
GSM2528480	-1.1943620749466841	-1.6503648115371208	-0.7440363226423635	0.045382826971219474	-1.849895950129029	0.6847056532083297	1.138960775884237	0.7740079138941497	-2.002497166471633	2.5371944906653794	-1.3610499198076709	-0.6925297673728267
GSM2529448	0.015787878886808472	0.6492890783557748	1.7991670527714607	1.775787486095601	0.8216892499666023	1.2886763371453118	0.5137678127447849	0.6208575467964793	0.33382280833092876	0.8432169892177741	0.9259874145655262	1.7185979049203153
GSM2529465	-0.2198911324678658	1.3044812127324361	0.6239846266226948	0.4081913226315769	0.4324048274149784	0.5836110697145104	0.6758177131152252	0.5386047608198375	1.1046481741062986	-0.14927366913814505	-0.3936985712789409	-0.36816490287262255
GSM2530950	-0.31571145317444227	0.9439487419080091	0.8500762762470053	0.47825918508323084	0.4236121903591582	1.4456277942729419	1.3330809136131119	1.2362197373563444	1.0393206335631475	0.25704922675647307	1.4843678246972172	0.45771813487743673
GSM2528547	-0.9783131221842004	-0.7950841449395836	-1.4751290215316566	-0.9344064113852103	-1.1869864876652636	0.3931070696179355	-0.5727832322369345	-0.296901488836316	0.11996762517549087	-0.5919167457969157	-0.7198917831999031	-1.4527891034922953
GSM2528101	-1.1996011719610307	0.3256514123826165	-0.8915699086314977	-0.8037179756213433	-0.9461317869326173	0.32796801927217484	1.3221396043294427	-0.039348774715897025	0.8064969656722966	-0.47677221800687797	0.23812529147495867	-0.9799342919639393
GSM2530832	0.33391083032034846	1.1766011071250677	-0.009691391917310048	-0.49229693293785415	1.0730633669008351	0.5042093859779402	-0.04267787754076599	0.2892986736064309	0.37827404742757786	0.4243213854678106	1.6874710579144896	0.05853951693436144
GSM2529098	0.3198162279256091	2.4568336352283833	0.725533892909116	-0.37488038740844115	1.1602010551083388	-0.6278323638157709	-0.8959362917882129	-0.4870802756585934	0.801123232808615	0.7725268914417441	1.4307046957266651	0.5976188128592013
GSM2530906	-0.606555994300518	-0.5975583784368107	-1.3286230307987967	-1.4072870120392311	-1.3383943661412236	-1.365278550489486	-1.0034044810030038	-0.8707864986071057	-0.6565970636368951	-0.7076757759686283	0.45791351133339114	-1.1131538050488297
GSM2528346	-0.31675839263891553	0.31792462170175195	0.8791418499061102	-0.36061654206618415	0.9122254830074498	1.3454317640685725	0.8190893809670952	0.5856069397740687	0.6389834431166568	0.29063910336714516	0.04947601551110739	0.663967635851503
GSM2528877	0.23859257863726316	1.1475751004877617	1.7626721855873633	1.2238241944824917	0.7302353278393826	0.009832086239211967	-0.6823401751610477	-0.3914788728395161	0.0473013160402195	1.6144186242184257	0.922295164098702	2.1034767848374827
GSM2530529	0.2972431183819417	0.16818236019509666	0.009133149056849933	-0.8095529872702765	0.5958752924897701	-0.6741473717715936	-0.6575586381114565	-0.6181080931359635	-0.08591342112867205	-0.6398135569250659	0.9253618233840954	0.21290674506016946
GSM2530252	0.8360687272507922	-0.4804392795814207	-0.8261523102502126	-0.9240233220298596	1.221789370595926	0.22651746778523105	0.07937758840013781	0.48780685889622133	0.547817088246867	-0.5182480419835974	-0.21210742656767975	-1.052542828725451
GSM2529523	1.643976941998419	1.63712597881837	-0.1299438608950635	-0.1581186536640832	0.419406660703073	0.37675978621921397	0.7012418402093227	0.5171819391231367	0.7531667086890402	-0.13739472172500788	0.5550482178623655	-0.4907806131754233
GSM2530698	2.630590609989449	0.5540636951348326	-0.7290540087686418	-0.23502395957496222	0.7021808255302465	-0.14246375135491615	-0.6705388933694962	-0.5096672957518462	1.0650337799897918	-0.006266908517419047	-0.9901052244984304	-0.5369862378794393
GSM2529739	0.33942726310555277	1.4465656240840234	-0.07536741606012616	-0.3916970045430433	0.8965327906671785	-0.2541894359471451	-0.26002800631852163	-0.49232573008658337	-0.8618132759575743	-0.2130151925257179	1.0292124874061106	0.6430545398152117
GSM2530714	-0.9804124679313125	-0.9017141871342106	2.8936606621321848	2.583547420205387	-1.2309833135183963	2.319322708561097	2.3160396034007307	2.7306138317392	-1.651270767225048	2.66424311213475	-1.4915186111657626	2.5922606473533465
GSM2530483	-0.08078552813095286	0.4935611650919875	-0.9415535599991192	1.9059680636060832	-0.06198243352104618	0.7641342388084549	1.6742295037826151	3.8977324064467695	-0.03105935084676747	-0.2212090754826621	-0.12997784530998205	-1.060925978446785
GSM2528771	-1.0209771300106527	-0.47223522896579995	-1.1066331921646126	-0.5287995798367134	-0.06212102716420254	-0.19909958377593523	0.3435306891041782	-0.9386640244017493	-0.2229010144640906	-0.5183596239974003	0.3793358580411714	-0.26568730395565965
GSM2529357	1.4156925378398872	0.33609595404059517	0.8734964409327577	0.3994156845315687	0.43866411394558524	-0.26431877230182316	-0.7306994009802079	-0.6259292873614642	-0.15667314877807456	0.5861199884972353	-0.1421580220751071	0.34248668097206497
GSM2530432	0.5806285086589904	-0.766719268269526	0.8227838214660719	0.8014765655722778	-0.37702338040854405	-0.03361567352402417	0.4010983057709066	0.20567932743091735	-0.4750006189554919	0.05880061691835489	-0.2136725329218336	-0.547388115273392
GSM2529807	-0.7386123166715014	0.04763070661816269	-1.356572624726105	0.726744101302059	-1.4898521303198689	-0.18725799431631704	0.4540565364555901	0.7479063231827409	-0.1814456031116485	-0.5370831700380877	-1.4747786934492055	-1.4037581703133306
GSM2529366	-1.3402408096294187	0.3438990146514903	-0.6867902821067198	-0.7667832397427934	0.4177359096884377	-0.10790681919110216	0.3160506934799479	0.3802931495252025	0.19177416078379197	-0.45779525221077066	0.6127857993245422	-1.0563107231619886
GSM2530145	-1.1391971069923907	-1.8929335791294475	-1.020077091983994	-1.0222575560526523	-1.6313801211980434	1.4997194383439745	-0.16187347026771284	1.1984398814028627	-2.3116607549981096	1.0795961011279511	-1.6953847658626744	1.2793751012836596
GSM2529497	1.0210712405114901	-1.8932040496927651	-1.3668982541458226	-0.7905796480678589	-1.800784866404231	-1.2963203407192143	-0.6810094184657234	-0.8395841030767738	-2.2973486228047517	-0.763652653655932	-1.6452228131322135	-1.0528579300709526
GSM2529605	1.663031672430263	2.1263876165949456	-1.4796480919853952	0.5609303439567555	2.0123582019937154	2.861371173502509	1.327551951658547	1.9322521089381284	1.260631731794392	0.2806719195245962	-1.0559378602344673	-1.0375401032415215
GSM2531098	0.8678175015614361	0.9961216000547889	-1.118900667841775	-1.1541657456795555	1.6563063726980445	0.1145951073104447	-0.3522674381961916	0.024539297133059496	0.8769274671860137	-0.5232492150852289	0.17542635938372175	-1.1663132496994522
GSM2528275	0.2983862366897707	-0.14125963284983817	0.11506887330713367	0.12635888280284882	-0.03470721574890404	0.7258483039237958	0.23779488369264784	-0.12103726399805857	0.12260918015839033	0.811206924268687	0.027589590996358347	0.27675842164518016
